interaction_id,student_id,material_id,timestamp,duration_seconds,score,mastery_level,completed,competency,subject
4803,2,44,2026-01-04,2880,28,0.309,True,Mechanics Work Energy and Power,Physics
1244,2,20,2026-01-05,2640,30,0.258,True,Trigonometry Introduction to Ratios,Mathematics
1658,2,10,2026-01-08,3120,35,0.285,True,Geometry Lines Angles and Triangles,Mathematics
4655,2,33,2026-01-16,2460,32,0.319,True,Physical Quantities and Units,Physics
2432,2,5,2026-01-17,2700,37,0.328,False,Fractions Decimals and Percentages,Mathematics
3322,2,5,2026-01-26,2520,16,0.366,True,Fractions Decimals and Percentages,Mathematics
1026,2,5,2026-01-28,2460,30,0.299,True,Fractions Decimals and Percentages,Mathematics
4021,2,27,2026-02-09,3840,40,0.289,False,Trigonometry Advanced Applications,Mathematics
997,2,40,2026-02-13,1920,15,0.285,True,Light Reflection and Refraction,Physics
51,2,37,2026-02-15,3240,25,0.268,True,Energy Forms and Conservation,Physics
2547,2,37,2026-02-15,1980,26,0.369,True,Energy Forms and Conservation,Physics
3918,2,44,2026-02-21,3120,24,0.235,True,Mechanics Work Energy and Power,Physics
252,2,15,2026-02-26,2220,35,0.274,True,Functions and Graphs,Mathematics
1025,3,2,2025-09-05,3120,31,0.36,False,Sets and Venn Diagrams,Mathematics
3892,3,34,2025-09-08,1680,4,0.323,True,Physical Quantities and Units,Physics
1112,3,9,2025-09-23,3360,17,0.273,True,Geometry Lines Angles and Triangles,Mathematics
4231,3,51,2025-09-26,2520,25,0.27,False,Electromagnetism Basic Concepts,Physics
1245,3,30,2025-09-29,2820,26,0.318,True,Vectors and Transformations,Mathematics
3245,3,35,2025-09-30,3660,34,0.216,True,Forces and Newtons Laws,Physics
4395,3,9,2025-10-02,3300,18,0.375,True,Geometry Lines Angles and Triangles,Mathematics
2569,3,8,2025-10-14,3000,17,0.289,True,Algebra Expressions and Linear Equations,Mathematics
4064,3,31,2025-10-20,3780,7,0.239,True,Probability and Statistical Distributions,Mathematics
3373,3,56,2025-10-22,3120,25,0.295,True,Atomic Structure and Nuclear Physics,Physics
459,3,36,2025-10-25,3000,21,0.212,True,Forces and Newtons Laws,Physics
3183,3,1,2025-11-09,3420,49,0.44,True,Sets and Venn Diagrams,Mathematics
3682,3,37,2025-11-09,3060,31,0.245,False,Energy Forms and Conservation,Physics
389,3,3,2025-11-11,1980,38,0.319,True,Whole Numbers and Number Theory,Mathematics
707,3,2,2025-11-13,3180,26,0.283,False,Sets and Venn Diagrams,Mathematics
1125,3,56,2025-11-17,4620,32,0.272,True,Atomic Structure and Nuclear Physics,Physics
3305,3,34,2025-11-17,2280,27,0.274,False,Physical Quantities and Units,Physics
2595,3,3,2025-11-27,2280,22,0.331,True,Whole Numbers and Number Theory,Mathematics
3117,3,56,2025-12-03,2640,37,0.303,True,Atomic Structure and Nuclear Physics,Physics
3845,3,6,2025-12-03,2760,14,0.245,True,Fractions Decimals and Percentages,Mathematics
2770,3,10,2025-12-09,2820,41,0.318,True,Geometry Lines Angles and Triangles,Mathematics
3795,3,9,2025-12-18,3600,46,0.366,True,Geometry Lines Angles and Triangles,Mathematics
1854,3,19,2025-12-23,1920,7,0.201,True,Trigonometry Introduction to Ratios,Mathematics
477,3,58,2025-12-26,4080,0,0.225,True,Electromagnetic Induction,Physics
740,3,1,2026-01-11,3300,7,0.333,True,Sets and Venn Diagrams,Mathematics
3294,3,35,2026-01-13,2340,44,0.256,False,Forces and Newtons Laws,Physics
3385,3,27,2026-01-16,3300,40,0.292,False,Trigonometry Advanced Applications,Mathematics
4585,3,46,2026-01-16,2820,43,0.253,True,Thermal Physics and Heat Transfer,Physics
2066,3,46,2026-01-18,2160,11,0.202,True,Thermal Physics and Heat Transfer,Physics
868,3,16,2026-01-19,3000,33,0.281,True,Functions and Graphs,Mathematics
1145,3,32,2026-01-26,2580,16,0.234,True,Probability and Statistical Distributions,Mathematics
399,3,52,2026-01-31,3180,38,0.313,True,Kinematics and Projectile Motion,Physics
4979,3,15,2026-02-17,2460,25,0.291,False,Functions and Graphs,Mathematics
344,3,10,2026-02-21,2760,39,0.292,True,Geometry Lines Angles and Triangles,Mathematics
4468,3,28,2026-02-22,3780,21,0.184,True,Introduction to Calculus Differentiation,Mathematics
1511,3,40,2026-02-27,3300,34,0.216,True,Light Reflection and Refraction,Physics
4122,4,57,2025-09-07,3360,29,0.32,False,Atomic Structure and Nuclear Physics,Physics
4327,4,52,2025-09-07,3120,15,0.194,True,Kinematics and Projectile Motion,Physics
1660,4,41,2025-09-08,2640,48,0.321,False,Matter States and Properties,Physics
1357,4,15,2025-09-16,3000,27,0.245,True,Functions and Graphs,Mathematics
4874,4,6,2025-09-18,1980,30,0.357,False,Fractions Decimals and Percentages,Mathematics
2916,4,15,2025-09-21,3300,65,0.364,False,Functions and Graphs,Mathematics
3103,4,45,2025-09-23,2100,13,0.241,True,Thermal Physics and Heat Transfer,Physics
3693,4,27,2025-09-28,2820,9,0.222,False,Trigonometry Advanced Applications,Mathematics
1191,4,9,2025-09-30,2580,16,0.231,True,Geometry Lines Angles and Triangles,Mathematics
1332,4,5,2025-10-02,3000,23,0.299,True,Fractions Decimals and Percentages,Mathematics
346,4,22,2025-10-06,2220,28,0.193,True,Numbers Surds and Indices,Mathematics
2769,4,15,2025-10-13,2160,49,0.369,True,Functions and Graphs,Mathematics
4927,4,44,2025-10-17,1920,15,0.18,True,Mechanics Work Energy and Power,Physics
4867,4,49,2025-10-22,3540,7,0.172,True,Electricity DC Circuits and Ohms Law,Physics
2992,4,19,2025-10-26,2520,13,0.182,False,Trigonometry Introduction to Ratios,Mathematics
4143,4,49,2025-10-31,3180,23,0.156,True,Electricity DC Circuits and Ohms Law,Physics
1643,4,57,2025-11-08,3660,25,0.226,True,Atomic Structure and Nuclear Physics,Physics
4791,4,1,2025-11-08,2580,40,0.303,True,Sets and Venn Diagrams,Mathematics
2778,4,45,2025-11-17,2880,18,0.144,True,Thermal Physics and Heat Transfer,Physics
3874,4,31,2025-11-17,2160,41,0.395,True,Probability and Statistical Distributions,Mathematics
4866,4,39,2025-11-17,1680,41,0.28,True,Light Reflection and Refraction,Physics
348,4,58,2025-11-19,3060,26,0.195,True,Electromagnetic Induction,Physics
1187,4,40,2025-11-29,3300,17,0.186,True,Light Reflection and Refraction,Physics
4494,4,36,2025-12-05,2820,28,0.145,True,Forces and Newtons Laws,Physics
1106,4,31,2025-12-07,3780,35,0.343,True,Probability and Statistical Distributions,Mathematics
243,4,5,2025-12-13,2340,18,0.199,True,Fractions Decimals and Percentages,Mathematics
2641,4,60,2025-12-19,4140,21,0.133,False,Optics Interference and Diffraction,Physics
534,4,34,2025-12-23,2160,25,0.236,True,Physical Quantities and Units,Physics
1231,4,39,2025-12-25,2760,33,0.254,True,Light Reflection and Refraction,Physics
3782,4,60,2025-12-25,3960,11,0.208,True,Optics Interference and Diffraction,Physics
282,4,7,2025-12-31,2820,40,0.34,True,Algebra Expressions and Linear Equations,Mathematics
633,4,1,2026-01-06,2520,35,0.212,True,Sets and Venn Diagrams,Mathematics
2323,4,34,2026-01-13,2700,36,0.255,True,Physical Quantities and Units,Physics
699,4,21,2026-01-14,2520,25,0.142,True,Statistics Measures of Central Tendency,Mathematics
27,4,3,2026-01-20,1680,23,0.219,True,Whole Numbers and Number Theory,Mathematics
1079,4,21,2026-01-23,2640,20,0.225,False,Statistics Measures of Central Tendency,Mathematics
3082,4,13,2026-01-30,2700,36,0.248,True,Algebra Quadratic Equations and Inequalities,Mathematics
1201,4,12,2026-02-05,1740,16,0.223,True,Statistics Data Collection and Representation,Mathematics
1527,4,44,2026-02-17,1980,21,0.246,True,Mechanics Work Energy and Power,Physics
2122,4,16,2026-02-17,3780,35,0.311,True,Functions and Graphs,Mathematics
1451,4,17,2026-02-23,3000,17,0.247,True,Geometry Circles Polygons and Constructions,Mathematics
3604,4,2,2026-02-23,2160,45,0.263,True,Sets and Venn Diagrams,Mathematics
575,5,43,2025-09-05,2640,32,0.309,True,Mechanics Work Energy and Power,Physics
2398,5,20,2025-09-14,2460,31,0.258,True,Trigonometry Introduction to Ratios,Mathematics
1046,5,52,2025-09-16,4200,33,0.315,True,Kinematics and Projectile Motion,Physics
2061,5,46,2025-09-20,2460,45,0.336,True,Thermal Physics and Heat Transfer,Physics
443,5,42,2025-09-25,2880,42,0.361,True,Matter States and Properties,Physics
4179,5,49,2025-09-29,3600,38,0.336,True,Electricity DC Circuits and Ohms Law,Physics
1010,5,29,2025-10-01,3720,27,0.354,False,Introduction to Calculus Differentiation,Mathematics
1783,5,23,2025-10-06,4200,25,0.329,True,Algebra Polynomials and Rational Expressions,Mathematics
2028,5,6,2025-10-07,2400,17,0.347,False,Fractions Decimals and Percentages,Mathematics
4017,5,33,2025-10-13,2940,63,0.383,True,Physical Quantities and Units,Physics
4796,5,12,2025-10-21,2760,35,0.337,True,Statistics Data Collection and Representation,Mathematics
4870,5,37,2025-11-04,1860,26,0.383,True,Energy Forms and Conservation,Physics
2533,5,41,2025-11-07,1740,24,0.45,True,Matter States and Properties,Physics
4898,5,2,2025-11-11,3540,29,0.254,True,Sets and Venn Diagrams,Mathematics
700,5,37,2025-11-20,3420,7,0.326,True,Energy Forms and Conservation,Physics
4405,5,24,2025-11-21,3660,49,0.439,True,Algebra Polynomials and Rational Expressions,Mathematics
4445,5,44,2025-11-25,2040,44,0.344,True,Mechanics Work Energy and Power,Physics
3800,5,33,2025-11-28,3060,17,0.359,False,Physical Quantities and Units,Physics
4756,5,49,2025-11-28,3000,56,0.354,True,Electricity DC Circuits and Ohms Law,Physics
1559,5,38,2025-11-29,2640,46,0.323,False,Energy Forms and Conservation,Physics
800,5,6,2025-12-03,2280,17,0.303,True,Fractions Decimals and Percentages,Mathematics
3718,5,23,2025-12-04,2940,45,0.406,True,Algebra Polynomials and Rational Expressions,Mathematics
99,5,45,2025-12-07,3000,36,0.287,False,Thermal Physics and Heat Transfer,Physics
2631,5,12,2025-12-09,2340,27,0.322,True,Statistics Data Collection and Representation,Mathematics
1297,5,22,2025-12-27,3240,23,0.332,True,Numbers Surds and Indices,Mathematics
3781,5,3,2025-12-30,2520,32,0.403,False,Whole Numbers and Number Theory,Mathematics
4651,5,52,2026-01-02,3720,56,0.439,True,Kinematics and Projectile Motion,Physics
1390,5,52,2026-01-24,2700,39,0.364,True,Kinematics and Projectile Motion,Physics
4379,5,51,2026-02-01,3420,43,0.392,True,Electromagnetism Basic Concepts,Physics
2728,5,28,2026-02-03,3300,36,0.345,True,Introduction to Calculus Differentiation,Mathematics
1340,5,30,2026-02-16,2940,38,0.307,True,Vectors and Transformations,Mathematics
2332,5,19,2026-02-17,3360,31,0.263,True,Trigonometry Introduction to Ratios,Mathematics
4293,5,4,2026-02-18,1980,30,0.4,True,Whole Numbers and Number Theory,Mathematics
2497,5,4,2026-02-24,2400,31,0.339,True,Whole Numbers and Number Theory,Mathematics
4157,6,28,2025-09-01,4560,13,0.156,True,Introduction to Calculus Differentiation,Mathematics
1738,6,25,2025-09-15,2640,40,0.232,True,Logarithmic and Exponential Functions,Mathematics
3539,6,5,2025-09-22,2580,3,0.292,False,Fractions Decimals and Percentages,Mathematics
3151,6,51,2025-09-23,2220,36,0.28,False,Electromagnetism Basic Concepts,Physics
3543,6,14,2025-09-24,2760,31,0.347,True,Algebra Quadratic Equations and Inequalities,Mathematics
3333,6,32,2025-09-25,2460,28,0.291,True,Probability and Statistical Distributions,Mathematics
4380,6,23,2025-09-27,2940,21,0.284,True,Algebra Polynomials and Rational Expressions,Mathematics
2055,6,15,2025-09-28,1980,37,0.224,True,Functions and Graphs,Mathematics
4749,6,23,2025-10-05,2760,49,0.353,True,Algebra Polynomials and Rational Expressions,Mathematics
4132,6,46,2025-10-06,2940,31,0.292,True,Thermal Physics and Heat Transfer,Physics
4246,6,29,2025-10-09,3720,16,0.196,False,Introduction to Calculus Differentiation,Mathematics
4375,6,14,2025-10-27,2940,37,0.358,True,Algebra Quadratic Equations and Inequalities,Mathematics
3494,6,44,2025-10-28,2700,41,0.303,True,Mechanics Work Energy and Power,Physics
4998,6,30,2025-10-29,2340,15,0.222,True,Vectors and Transformations,Mathematics
4705,6,45,2025-11-09,3060,16,0.303,True,Thermal Physics and Heat Transfer,Physics
2720,6,41,2025-11-10,2040,18,0.259,True,Matter States and Properties,Physics
3233,6,44,2025-11-17,3060,18,0.233,True,Mechanics Work Energy and Power,Physics
4205,6,52,2025-12-05,2520,12,0.188,True,Kinematics and Projectile Motion,Physics
1977,6,42,2025-12-07,2040,7,0.264,False,Matter States and Properties,Physics
1118,6,2,2025-12-08,3720,11,0.249,False,Sets and Venn Diagrams,Mathematics
1456,6,37,2025-12-11,1920,26,0.192,False,Energy Forms and Conservation,Physics
684,6,55,2025-12-21,2820,42,0.282,True,Electricity AC Circuits and Electronics,Physics
1794,6,53,2026-01-02,4560,14,0.198,True,Kinematics and Projectile Motion,Physics
3998,6,32,2026-01-09,2400,37,0.293,True,Probability and Statistical Distributions,Mathematics
3507,6,40,2026-01-19,3180,10,0.222,True,Light Reflection and Refraction,Physics
1460,6,24,2026-01-21,2460,41,0.253,False,Algebra Polynomials and Rational Expressions,Mathematics
124,6,23,2026-01-23,2820,27,0.246,False,Algebra Polynomials and Rational Expressions,Mathematics
273,6,42,2026-01-27,2040,27,0.16,False,Matter States and Properties,Physics
485,6,18,2026-02-03,2280,0,0.177,True,Geometry Circles Polygons and Constructions,Mathematics
1699,6,42,2026-02-14,1980,5,0.187,True,Matter States and Properties,Physics
1864,6,60,2026-02-15,2820,39,0.249,True,Optics Interference and Diffraction,Physics
2159,6,14,2026-02-24,3000,23,0.219,True,Algebra Quadratic Equations and Inequalities,Mathematics
2150,6,54,2026-02-26,3420,16,0.225,True,Electricity AC Circuits and Electronics,Physics
4665,7,22,2025-09-02,2580,39,0.368,False,Numbers Surds and Indices,Mathematics
421,7,27,2025-09-12,3600,24,0.332,False,Trigonometry Advanced Applications,Mathematics
2673,7,46,2025-10-02,3540,34,0.325,False,Thermal Physics and Heat Transfer,Physics
2719,7,60,2025-10-05,2760,29,0.371,True,Optics Interference and Diffraction,Physics
4398,7,41,2025-10-06,2040,37,0.391,True,Matter States and Properties,Physics
408,7,37,2025-10-08,3120,41,0.351,True,Energy Forms and Conservation,Physics
2200,7,1,2025-10-11,1920,33,0.343,True,Sets and Venn Diagrams,Mathematics
2421,7,21,2025-11-04,2340,36,0.385,False,Statistics Measures of Central Tendency,Mathematics
524,7,48,2025-11-05,2400,40,0.325,True,Wave Properties Sound and Light,Physics
1730,7,51,2025-11-16,2520,19,0.314,True,Electromagnetism Basic Concepts,Physics
1017,7,4,2025-11-18,1800,38,0.309,True,Whole Numbers and Number Theory,Mathematics
4580,7,47,2025-11-21,2880,53,0.471,False,Wave Properties Sound and Light,Physics
1650,7,17,2025-11-22,3900,35,0.418,False,Geometry Circles Polygons and Constructions,Mathematics
1208,7,16,2025-11-23,3000,34,0.306,True,Functions and Graphs,Mathematics
3497,7,10,2025-11-26,2820,44,0.332,True,Geometry Lines Angles and Triangles,Mathematics
2308,7,7,2025-11-27,3540,27,0.269,True,Algebra Expressions and Linear Equations,Mathematics
3936,7,39,2025-12-04,1980,38,0.324,True,Light Reflection and Refraction,Physics
1318,7,47,2025-12-08,2400,40,0.417,True,Wave Properties Sound and Light,Physics
1477,7,2,2025-12-11,2160,40,0.357,True,Sets and Venn Diagrams,Mathematics
3515,7,48,2025-12-21,2520,37,0.471,False,Wave Properties Sound and Light,Physics
529,7,35,2025-12-24,2160,27,0.265,False,Forces and Newtons Laws,Physics
2183,7,43,2025-12-30,2700,26,0.335,False,Mechanics Work Energy and Power,Physics
2152,7,9,2026-01-01,2640,37,0.285,True,Geometry Lines Angles and Triangles,Mathematics
3979,7,5,2026-01-04,2220,13,0.299,True,Fractions Decimals and Percentages,Mathematics
4996,7,56,2026-01-06,4440,38,0.31,True,Atomic Structure and Nuclear Physics,Physics
60,7,59,2026-01-08,3480,39,0.26,True,Electromagnetic Induction,Physics
2540,7,15,2026-01-13,2580,32,0.334,True,Functions and Graphs,Mathematics
1038,7,29,2026-01-17,2520,46,0.34,True,Introduction to Calculus Differentiation,Mathematics
1483,7,50,2026-02-05,3360,48,0.228,True,Electricity DC Circuits and Ohms Law,Physics
372,7,30,2026-02-06,4140,27,0.334,True,Vectors and Transformations,Mathematics
2733,7,19,2026-02-09,2520,39,0.269,True,Trigonometry Introduction to Ratios,Mathematics
522,7,21,2026-02-13,1800,23,0.291,True,Statistics Measures of Central Tendency,Mathematics
4692,7,58,2026-02-14,4020,9,0.28,True,Electromagnetic Induction,Physics
2544,7,16,2026-02-19,2520,19,0.361,True,Functions and Graphs,Mathematics
841,7,55,2026-02-25,3840,30,0.318,True,Electricity AC Circuits and Electronics,Physics
1914,7,60,2026-02-25,2400,25,0.31,True,Optics Interference and Diffraction,Physics
4524,7,15,2026-02-26,3120,41,0.412,True,Functions and Graphs,Mathematics
1069,7,22,2026-02-27,3000,39,0.311,True,Numbers Surds and Indices,Mathematics
4753,8,54,2025-09-04,2640,31,0.29,True,Electricity AC Circuits and Electronics,Physics
3870,8,26,2025-09-15,2460,32,0.289,False,Logarithmic and Exponential Functions,Mathematics
2132,8,5,2025-09-18,2100,25,0.215,True,Fractions Decimals and Percentages,Mathematics
150,8,44,2025-09-22,1980,29,0.305,False,Mechanics Work Energy and Power,Physics
3410,8,56,2025-09-27,3600,37,0.246,True,Atomic Structure and Nuclear Physics,Physics
2110,8,13,2025-09-30,3120,29,0.316,False,Algebra Quadratic Equations and Inequalities,Mathematics
2077,8,30,2025-10-11,4140,23,0.21,True,Vectors and Transformations,Mathematics
1762,8,30,2025-10-19,2400,4,0.207,True,Vectors and Transformations,Mathematics
1418,8,25,2025-11-02,2880,22,0.272,False,Logarithmic and Exponential Functions,Mathematics
3288,8,15,2025-11-13,3480,18,0.274,False,Functions and Graphs,Mathematics
2431,8,4,2025-11-15,2340,23,0.258,True,Whole Numbers and Number Theory,Mathematics
3890,8,9,2025-11-19,4080,16,0.186,True,Geometry Lines Angles and Triangles,Mathematics
3637,8,15,2025-11-22,2220,20,0.312,True,Functions and Graphs,Mathematics
3899,8,1,2025-11-30,2040,15,0.234,True,Sets and Venn Diagrams,Mathematics
2051,8,48,2025-12-02,2940,18,0.236,True,Wave Properties Sound and Light,Physics
4400,8,47,2025-12-06,2820,22,0.294,True,Wave Properties Sound and Light,Physics
4271,8,13,2025-12-07,2280,22,0.344,False,Algebra Quadratic Equations and Inequalities,Mathematics
4984,8,48,2025-12-09,3600,37,0.339,True,Wave Properties Sound and Light,Physics
156,8,49,2025-12-13,2100,6,0.241,True,Electricity DC Circuits and Ohms Law,Physics
3917,8,13,2025-12-24,3480,26,0.326,True,Algebra Quadratic Equations and Inequalities,Mathematics
3621,8,47,2025-12-26,2760,29,0.299,True,Wave Properties Sound and Light,Physics
1736,8,9,2026-01-03,3360,8,0.153,False,Geometry Lines Angles and Triangles,Mathematics
339,8,43,2026-01-06,2280,58,0.324,False,Mechanics Work Energy and Power,Physics
1934,8,31,2026-01-09,3000,16,0.245,True,Probability and Statistical Distributions,Mathematics
409,8,9,2026-01-17,4080,22,0.209,False,Geometry Lines Angles and Triangles,Mathematics
2220,8,19,2026-01-23,1980,38,0.307,False,Trigonometry Introduction to Ratios,Mathematics
3997,8,4,2026-01-29,1680,25,0.33,False,Whole Numbers and Number Theory,Mathematics
3698,8,2,2026-01-31,3240,46,0.259,False,Sets and Venn Diagrams,Mathematics
1338,8,7,2026-02-03,3420,17,0.279,True,Algebra Expressions and Linear Equations,Mathematics
4110,8,41,2026-02-04,1680,44,0.323,True,Matter States and Properties,Physics
1314,9,48,2025-09-03,2880,47,0.321,True,Wave Properties Sound and Light,Physics
4156,9,12,2025-09-11,3000,33,0.397,False,Statistics Data Collection and Representation,Mathematics
772,9,47,2025-09-13,1860,27,0.29,True,Wave Properties Sound and Light,Physics
1068,9,49,2025-09-15,2880,6,0.252,True,Electricity DC Circuits and Ohms Law,Physics
1470,9,44,2025-09-20,3360,18,0.23,False,Mechanics Work Energy and Power,Physics
4252,9,4,2025-09-22,2280,44,0.326,True,Whole Numbers and Number Theory,Mathematics
4050,9,4,2025-10-02,2400,40,0.29,False,Whole Numbers and Number Theory,Mathematics
1895,9,11,2025-10-03,2040,18,0.279,True,Statistics Data Collection and Representation,Mathematics
2880,9,60,2025-10-03,2400,30,0.289,True,Optics Interference and Diffraction,Physics
2731,9,34,2025-10-04,1500,3,0.237,True,Physical Quantities and Units,Physics
3878,9,32,2025-10-08,2940,26,0.269,True,Probability and Statistical Distributions,Mathematics
2104,9,42,2025-10-29,2280,28,0.275,True,Matter States and Properties,Physics
4283,9,51,2025-10-30,3000,41,0.222,True,Electromagnetism Basic Concepts,Physics
2400,9,53,2025-10-31,4560,12,0.241,False,Kinematics and Projectile Motion,Physics
2266,9,37,2025-11-06,1980,32,0.262,True,Energy Forms and Conservation,Physics
4230,9,17,2025-11-10,2340,16,0.213,True,Geometry Circles Polygons and Constructions,Mathematics
2668,9,43,2025-12-26,2700,20,0.25,True,Mechanics Work Energy and Power,Physics
4459,9,48,2026-01-04,2640,38,0.378,True,Wave Properties Sound and Light,Physics
2005,9,46,2026-01-15,3660,23,0.221,True,Thermal Physics and Heat Transfer,Physics
2178,9,39,2026-01-19,1680,30,0.25,True,Light Reflection and Refraction,Physics
4669,9,48,2026-01-22,3660,43,0.424,True,Wave Properties Sound and Light,Physics
4209,9,46,2026-01-28,2820,31,0.199,True,Thermal Physics and Heat Transfer,Physics
1488,9,48,2026-02-12,3240,30,0.329,True,Wave Properties Sound and Light,Physics
105,9,32,2026-02-14,3900,33,0.209,True,Probability and Statistical Distributions,Mathematics
1306,9,20,2026-02-14,3840,28,0.181,True,Trigonometry Introduction to Ratios,Mathematics
1768,9,51,2026-02-14,2820,18,0.176,True,Electromagnetism Basic Concepts,Physics
561,9,21,2026-02-16,2100,25,0.279,True,Statistics Measures of Central Tendency,Mathematics
1931,9,39,2026-02-20,2280,42,0.221,True,Light Reflection and Refraction,Physics
4318,9,34,2026-02-26,1980,22,0.253,False,Physical Quantities and Units,Physics
4359,10,26,2025-09-04,3000,17,0.312,True,Logarithmic and Exponential Functions,Mathematics
1384,10,54,2025-09-08,3600,36,0.307,False,Electricity AC Circuits and Electronics,Physics
4285,10,32,2025-09-15,2940,34,0.336,True,Probability and Statistical Distributions,Mathematics
1120,10,32,2025-09-22,4140,28,0.273,True,Probability and Statistical Distributions,Mathematics
4438,10,11,2025-09-22,1560,31,0.307,True,Statistics Data Collection and Representation,Mathematics
2344,10,40,2025-09-23,2940,44,0.33,True,Light Reflection and Refraction,Physics
3394,10,56,2025-09-29,2820,48,0.441,True,Atomic Structure and Nuclear Physics,Physics
287,10,8,2025-10-03,2640,44,0.283,False,Algebra Expressions and Linear Equations,Mathematics
