interaction_id,student_id,material_id,timestamp,duration_seconds,score,mastery_level,completed,competency,subject
196,7,71,2025-11-03,2520,53,0.406,True,Light and Sound,Physics
478,7,78,2025-11-05,1980,36,0.345,True,Scientific Investigation,Physics
1046,7,14,2025-11-21,1320,55,0.624,False,Light and Sound,Physics
82,7,11,2025-11-24,2340,46,0.342,True,Ratios and Proportions,Mathematics
985,7,51,2025-11-26,720,33,0.273,False,Matter and Heat,Physics
1101,7,38,2025-11-26,4500,64,0.612,True,Light and Sound,Physics
876,7,32,2025-12-06,1680,27,0.294,True,Mechanics and Motion,Physics
1198,7,89,2025-12-08,1320,19,0.351,False,Numbers and Operations,Mathematics
954,7,32,2025-12-11,1860,32,0.328,True,Mechanics and Motion,Physics
420,7,96,2025-12-16,1140,29,0.275,False,Mechanics and Motion,Physics
451,7,64,2025-12-16,2520,26,0.298,True,Algebra and Equations,Mathematics
8,7,46,2025-12-20,660,39,0.253,True,Mechanics and Motion,Physics
450,7,15,2025-12-25,2100,24,0.319,True,Ratios and Proportions,Mathematics
101,7,97,2025-12-26,3000,41,0.332,True,Functions and Graphs,Mathematics
452,7,37,2025-12-26,1140,52,0.351,True,Algebra and Equations,Mathematics
1128,7,66,2025-12-27,2040,23,0.343,False,Numbers and Operations,Mathematics
846,8,47,2025-09-05,780,30,0.277,False,Ratios and Proportions,Mathematics
803,8,52,2025-09-08,1560,19,0.29,True,Mechanics and Motion,Physics
237,8,20,2025-09-15,3960,13,0.234,True,Algebra and Equations,Mathematics
937,8,6,2025-09-20,2400,28,0.249,True,Ratios and Proportions,Mathematics
170,8,90,2025-09-22,600,36,0.304,True,Light and Sound,Physics
385,8,37,2025-09-23,1740,34,0.24,True,Algebra and Equations,Mathematics
888,8,25,2025-09-25,3000,13,0.23,False,Ratios and Proportions,Mathematics
303,8,52,2025-09-28,1380,22,0.237,False,Mechanics and Motion,Physics
597,8,76,2025-10-03,2100,30,0.307,False,Algebra and Equations,Mathematics
399,8,45,2025-10-13,2160,32,0.253,False,Light and Sound,Physics
445,8,59,2025-10-18,4200,20,0.252,True,Algebra and Equations,Mathematics
632,8,22,2025-10-24,3120,24,0.309,False,Algebra and Equations,Mathematics
447,8,73,2025-11-06,1020,12,0.145,True,Scientific Investigation,Physics
873,8,49,2025-11-07,1860,25,0.306,True,Geometry and Measurement,Mathematics
1013,8,1,2025-11-11,1140,33,0.37,True,Algebra and Equations,Mathematics
916,8,50,2025-11-14,1200,56,0.356,False,Algebra and Equations,Mathematics
320,8,15,2025-11-16,1740,26,0.275,True,Ratios and Proportions,Mathematics
9,8,36,2025-11-27,1860,39,0.302,True,Ratios and Proportions,Mathematics
820,8,60,2025-11-29,1200,19,0.234,True,Functions and Graphs,Mathematics
1162,8,83,2025-12-02,1920,25,0.23,True,Light and Sound,Physics
236,8,100,2025-12-04,3840,32,0.307,True,Light and Sound,Physics
1056,8,37,2025-12-12,1440,48,0.352,True,Algebra and Equations,Mathematics
468,8,78,2025-12-16,2820,23,0.207,True,Scientific Investigation,Physics
960,8,98,2025-12-19,2940,50,0.308,True,Statistics and Probability,Mathematics
949,8,96,2025-12-26,1440,21,0.269,False,Mechanics and Motion,Physics
902,8,81,2025-12-27,1440,31,0.331,True,Geometry and Measurement,Mathematics
278,8,98,2025-12-30,1980,27,0.272,False,Statistics and Probability,Mathematics
789,8,57,2025-12-30,3720,48,0.357,True,Algebra and Equations,Mathematics
821,9,88,2025-09-08,2460,24,0.235,True,Scientific Investigation,Physics
718,9,95,2025-09-16,3600,26,0.343,True,Ratios and Proportions,Mathematics
769,9,32,2025-09-25,1980,39,0.3,True,Mechanics and Motion,Physics
156,9,41,2025-10-03,1740,24,0.213,True,Numbers and Operations,Mathematics
858,9,10,2025-10-08,3180,29,0.16,True,Scientific Investigation,Physics
345,9,81,2025-10-10,900,0,0.227,True,Geometry and Measurement,Mathematics
526,9,20,2025-10-12,3840,41,0.263,True,Algebra and Equations,Mathematics
865,9,35,2025-10-23,2280,22,0.268,True,Algebra and Equations,Mathematics
519,9,59,2025-11-03,3540,25,0.249,True,Algebra and Equations,Mathematics
419,9,44,2025-11-04,1020,36,0.33,True,Ratios and Proportions,Mathematics
938,9,48,2025-11-04,1320,36,0.316,True,Algebra and Equations,Mathematics
1121,9,23,2025-11-07,960,30,0.301,False,Mechanics and Motion,Physics
814,9,100,2025-11-11,2280,28,0.28,True,Light and Sound,Physics
334,9,79,2025-11-13,1380,35,0.303,False,Statistics and Probability,Mathematics
343,9,55,2025-11-15,2220,11,0.272,True,Numbers and Operations,Mathematics
994,9,40,2025-11-16,3540,27,0.253,True,Electricity and Magnetism,Physics
709,9,12,2025-11-18,960,12,0.227,True,Forces and Energy,Physics
362,9,96,2025-11-22,1020,22,0.251,False,Mechanics and Motion,Physics
269,9,12,2025-11-27,1440,36,0.217,False,Forces and Energy,Physics
48,9,14,2025-12-08,1800,24,0.216,True,Light and Sound,Physics
499,9,12,2025-12-09,1260,45,0.26,True,Forces and Energy,Physics
573,9,24,2025-12-11,2700,33,0.3,True,Numbers and Operations,Mathematics
947,9,17,2025-12-14,2760,45,0.227,True,Functions and Graphs,Mathematics
1039,9,46,2025-12-20,900,10,0.295,False,Mechanics and Motion,Physics
173,9,9,2025-12-21,1500,6,0.143,True,Geometry and Measurement,Mathematics
786,9,7,2025-12-24,2520,50,0.363,True,Ratios and Proportions,Mathematics
755,10,31,2025-09-05,1680,40,0.348,True,Functions and Graphs,Mathematics
851,10,93,2025-09-05,1680,30,0.511,True,Ratios and Proportions,Mathematics
1167,10,54,2025-09-05,2460,69,0.637,False,Ratios and Proportions,Mathematics
459,10,92,2025-09-13,1020,30,0.312,True,Algebra and Equations,Mathematics
41,10,47,2025-09-14,540,28,0.337,True,Ratios and Proportions,Mathematics
198,10,8,2025-09-18,1080,1,0.263,False,Numbers and Operations,Mathematics
556,10,29,2025-09-28,600,34,0.329,False,Functions and Graphs,Mathematics
1003,10,22,2025-10-02,3120,56,0.422,True,Algebra and Equations,Mathematics
207,10,91,2025-10-18,780,27,0.304,True,Mechanics and Motion,Physics
424,10,51,2025-10-19,660,43,0.303,True,Matter and Heat,Physics
830,10,77,2025-10-19,3780,33,0.362,False,Numbers and Operations,Mathematics
874,10,18,2025-10-24,2700,51,0.567,True,Ratios and Proportions,Mathematics
762,10,32,2025-10-30,1500,28,0.317,False,Mechanics and Motion,Physics
1144,10,48,2025-11-02,1320,43,0.484,False,Algebra and Equations,Mathematics
328,10,37,2025-11-04,1260,29,0.276,False,Algebra and Equations,Mathematics
600,10,51,2025-11-08,900,47,0.347,True,Matter and Heat,Physics
274,10,95,2025-11-11,2820,50,0.379,False,Ratios and Proportions,Mathematics
1139,10,58,2025-11-11,2580,35,0.387,False,Electricity and Magnetism,Physics
540,10,15,2025-11-26,1920,56,0.502,False,Ratios and Proportions,Mathematics
706,10,42,2025-11-26,900,23,0.302,True,Numbers and Operations,Mathematics
692,10,62,2025-11-29,780,23,0.293,True,Electricity and Magnetism,Physics
426,10,25,2025-12-08,2820,35,0.476,False,Ratios and Proportions,Mathematics
861,10,98,2025-12-08,1860,25,0.255,True,Statistics and Probability,Mathematics
1069,10,62,2025-12-11,540,18,0.341,True,Electricity and Magnetism,Physics
476,10,35,2025-12-25,2460,26,0.313,True,Algebra and Equations,Mathematics
1187,10,93,2025-12-27,1680,52,0.611,False,Ratios and Proportions,Mathematics
99,11,90,2025-09-13,900,21,0.234,True,Light and Sound,Physics
272,11,5,2025-09-13,1920,18,0.26,True,Forces and Energy,Physics
1099,11,47,2025-09-15,1020,25,0.274,False,Ratios and Proportions,Mathematics
36,11,14,2025-09-24,1920,21,0.205,False,Light and Sound,Physics
1108,11,9,2025-09-24,1020,29,0.241,True,Geometry and Measurement,Mathematics
642,11,25,2025-10-01,3240,19,0.246,True,Ratios and Proportions,Mathematics
1022,11,98,2025-10-02,2820,28,0.34,False,Statistics and Probability,Mathematics
56,11,95,2025-10-05,3420,16,0.257,True,Ratios and Proportions,Mathematics
596,11,33,2025-10-07,2160,24,0.293,True,Scientific Investigation,Physics
779,11,95,2025-10-13,2340,19,0.244,True,Ratios and Proportions,Mathematics
1135,11,80,2025-10-20,1560,9,0.226,True,Electricity and Magnetism,Physics
337,11,2,2025-10-22,1740,16,0.352,True,Numbers and Operations,Mathematics
1068,11,57,2025-10-24,3300,25,0.269,False,Algebra and Equations,Mathematics
74,11,25,2025-11-05,2460,35,0.224,False,Ratios and Proportions,Mathematics
580,11,21,2025-11-07,3120,21,0.248,False,Matter and Heat,Physics
113,11,73,2025-11-09,840,24,0.244,True,Scientific Investigation,Physics
85,11,41,2025-11-10,1920,25,0.254,True,Numbers and Operations,Mathematics
360,11,38,2025-11-14,2640,27,0.248,True,Light and Sound,Physics
489,11,34,2025-11-21,1440,35,0.22,True,Functions and Graphs,Mathematics
594,11,79,2025-11-30,1860,38,0.282,True,Statistics and Probability,Mathematics
528,11,61,2025-12-01,2400,36,0.344,True,Functions and Graphs,Mathematics
165,11,86,2025-12-05,1320,18,0.244,True,Light and Sound,Physics
514,11,56,2025-12-12,2760,16,0.277,True,Functions and Graphs,Mathematics
81,11,61,2025-12-17,1860,29,0.22,False,Functions and Graphs,Mathematics
698,11,65,2025-12-18,3180,35,0.388,True,Functions and Graphs,Mathematics
863,11,77,2025-12-22,3420,23,0.34,True,Numbers and Operations,Mathematics
880,11,1,2025-12-27,1080,3,0.197,False,Algebra and Equations,Mathematics
757,11,73,2025-12-28,840,55,0.332,True,Scientific Investigation,Physics
630,12,19,2025-09-13,1740,25,0.274,True,Functions and Graphs,Mathematics
446,12,34,2025-09-14,1680,21,0.26,True,Functions and Graphs,Mathematics
1033,12,12,2025-09-14,1800,28,0.305,True,Forces and Energy,Physics
834,12,12,2025-09-16,1800,33,0.316,False,Forces and Energy,Physics
127,12,12,2025-09-22,1500,13,0.23,False,Forces and Energy,Physics
347,12,69,2025-09-22,3420,31,0.244,True,Matter and Heat,Physics
797,12,64,2025-09-28,2040,11,0.209,True,Algebra and Equations,Mathematics
28,12,24,2025-09-30,3960,33,0.222,True,Numbers and Operations,Mathematics
615,12,20,2025-10-09,3240,21,0.203,True,Algebra and Equations,Mathematics
517,12,69,2025-10-20,2100,39,0.26,False,Matter and Heat,Physics
20,12,57,2025-10-27,2580,28,0.223,False,Algebra and Equations,Mathematics
1136,12,93,2025-11-02,1380,36,0.389,True,Ratios and Proportions,Mathematics
43,12,21,2025-11-03,2700,25,0.214,True,Matter and Heat,Physics
931,12,87,2025-11-07,780,22,0.206,False,Light and Sound,Physics
805,12,28,2025-11-13,2880,26,0.196,True,Numbers and Operations,Mathematics
398,12,54,2025-11-17,2580,31,0.21,False,Ratios and Proportions,Mathematics
21,12,70,2025-11-28,3780,22,0.211,True,Algebra and Equations,Mathematics
432,12,2,2025-12-05,1440,30,0.194,True,Numbers and Operations,Mathematics
359,12,82,2025-12-06,2280,15,0.229,True,Functions and Graphs,Mathematics
1073,12,25,2025-12-08,3420,37,0.308,True,Ratios and Proportions,Mathematics
407,12,16,2025-12-14,3540,24,0.262,False,Forces and Energy,Physics
146,12,55,2025-12-16,2040,6,0.158,True,Numbers and Operations,Mathematics
674,12,94,2025-12-16,3000,31,0.282,True,Matter and Heat,Physics
633,12,50,2025-12-20,1260,31,0.216,True,Algebra and Equations,Mathematics
913,12,97,2025-12-20,2640,52,0.4,True,Functions and Graphs,Mathematics
969,12,1,2025-12-24,1080,18,0.286,False,Algebra and Equations,Mathematics
65,12,8,2025-12-26,660,3,0.223,False,Numbers and Operations,Mathematics
859,12,97,2025-12-27,2700,40,0.328,True,Functions and Graphs,Mathematics
950,12,6,2025-12-27,2220,20,0.286,True,Ratios and Proportions,Mathematics
232,13,68,2025-09-02,3780,10,0.236,True,Matter and Heat,Physics
944,13,20,2025-09-02,3240,39,0.265,True,Algebra and Equations,Mathematics
964,13,3,2025-09-02,1680,19,0.242,True,Functions and Graphs,Mathematics
59,13,9,2025-09-16,1440,4,0.182,True,Geometry and Measurement,Mathematics
825,13,59,2025-09-18,3240,34,0.245,True,Algebra and Equations,Mathematics
764,13,37,2025-09-21,1020,23,0.169,True,Algebra and Equations,Mathematics
1152,13,3,2025-09-29,1680,29,0.259,True,Functions and Graphs,Mathematics
542,13,93,2025-10-01,1440,12,0.246,True,Ratios and Proportions,Mathematics
227,13,2,2025-10-06,1560,28,0.199,True,Numbers and Operations,Mathematics
975,13,43,2025-10-06,600,24,0.195,True,Ratios and Proportions,Mathematics
676,13,61,2025-10-09,2580,19,0.244,True,Functions and Graphs,Mathematics
643,13,80,2025-10-16,2100,27,0.282,True,Electricity and Magnetism,Physics
463,13,26,2025-10-31,2100,6,0.225,False,Scientific Investigation,Physics
84,13,69,2025-11-01,2340,13,0.232,True,Matter and Heat,Physics
257,13,32,2025-11-04,1620,17,0.235,True,Mechanics and Motion,Physics
696,13,72,2025-11-04,2580,19,0.18,True,Geometry and Measurement,Mathematics
1076,13,9,2025-11-12,1320,12,0.155,True,Geometry and Measurement,Mathematics
510,13,23,2025-11-22,780,23,0.284,True,Mechanics and Motion,Physics
833,13,17,2025-11-23,2100,22,0.236,True,Functions and Graphs,Mathematics
294,13,2,2025-11-28,1260,23,0.196,True,Numbers and Operations,Mathematics
579,13,61,2025-12-01,3060,23,0.224,True,Functions and Graphs,Mathematics
1161,13,95,2025-12-06,3120,8,0.169,True,Ratios and Proportions,Mathematics
215,13,90,2025-12-15,1080,10,0.129,False,Light and Sound,Physics
150,13,75,2025-12-26,3420,10,0.19,False,Statistics and Probability,Mathematics
677,14,13,2025-09-03,4200,19,0.255,True,Geometry and Measurement,Mathematics
1098,14,21,2025-09-06,3120,18,0.278,True,Matter and Heat,Physics
66,14,97,2025-09-16,2700,41,0.21,True,Functions and Graphs,Mathematics
1190,14,50,2025-09-17,1020,24,0.291,True,Algebra and Equations,Mathematics
213,14,44,2025-10-06,1320,20,0.206,True,Ratios and Proportions,Mathematics
533,14,75,2025-10-06,3900,31,0.311,False,Statistics and Probability,Mathematics
917,14,9,2025-10-08,840,23,0.283,True,Geometry and Measurement,Mathematics
324,14,69,2025-10-12,3180,25,0.194,True,Matter and Heat,Physics
1048,14,65,2025-10-12,2880,46,0.357,False,Functions and Graphs,Mathematics
511,14,84,2025-10-16,4020,38,0.277,True,Statistics and Probability,Mathematics
777,14,55,2025-10-20,2040,13,0.2,True,Numbers and Operations,Mathematics
894,14,88,2025-11-01,1620,28,0.234,True,Scientific Investigation,Physics
598,14,28,2025-11-10,2100,0,0.127,True,Numbers and Operations,Mathematics
656,14,21,2025-11-10,3120,31,0.248,True,Matter and Heat,Physics
915,14,5,2025-11-10,2220,36,0.282,True,Forces and Energy,Physics
307,14,80,2025-11-12,1740,26,0.169,False,Electricity and Magnetism,Physics
808,14,57,2025-11-27,3900,20,0.213,True,Algebra and Equations,Mathematics
145,14,29,2025-11-29,660,38,0.295,True,Functions and Graphs,Mathematics
561,14,91,2025-12-01,840,28,0.193,True,Mechanics and Motion,Physics
780,14,51,2025-12-02,660,7,0.288,True,Matter and Heat,Physics
118,14,5,2025-12-07,2280,9,0.22,False,Forces and Energy,Physics
415,14,47,2025-12-08,720,38,0.276,True,Ratios and Proportions,Mathematics
1145,14,89,2025-12-14,1680,30,0.243,True,Numbers and Operations,Mathematics
591,14,30,2025-12-16,2400,27,0.255,False,Ratios and Proportions,Mathematics
